Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data da Conclusão de analise do time B,Analista time B,StatusFinal
167193194,7,Lajeado,Rio Grande do Sul,2020-11-26 18:00:00.000,2020-11-28 13:56:50,Débora,Aprovado
28049714,5,Gurupi,Tocantins,2020-12-10 17:43:24.067,2020-12-14 09:33:41,Débora,Aprovado
35754210,4,Porto Seguro,Bahia,2020-11-27 16:57:27.433,2020-11-30 16:09:32,Débora,Aprovado
38776376,7,Campina Grande,Paraíba,2021-04-01 15:48:32.067,2021-04-02 14:48:46,Débora,Não Aprovado
39435016,7,Fernando Falcão,Maranhão,2021-05-03 10:41:17.660,2021-05-06 15:42:56,Fernando,Não Aprovado
42386761,1,Taubaté,São Paulo,2021-06-11 14:05:46.687,2021-06-12 18:00:00,Débora,Aprovado
49207250,3,Livramento de Nossa Senhora,Bahia,2020-12-13 10:46:01.367,2020-12-17 12:39:04,Débora,Não Aprovado
103908056,6,Ariquemes,Rondônia,2021-06-03 18:00:00.000,2021-06-07 15:47:52,Fernando,Aprovado
197058091,10,Juiz de Fora,Minas Gerais,2021-05-15 09:52:02.010,2021-05-17 14:35:10,Débora,Não Aprovado
233789643,2,Xapuri,Acre,2021-04-25 13:47:11.807,2021-04-26 14:53:07,Fernando,Não Aprovado
30729331,1,Jacareí,São Paulo,2021-04-29 09:00:00.000,2021-04-30 14:37:20,Fernando,Aprovado
44105976,10,Teresina,Piauí,2021-04-09 17:57:31.143,2021-04-10 17:18:01,Débora,Aprovado
45309372,3,João Pessoa,Paraíba,2021-05-23 10:38:51.830,2021-05-24 15:37:11,Fernando,Aprovado
50542957,9,Salvador,Bahia,2021-05-23 15:47:18.367,2021-05-24 18:00:00,Fernando,Não Aprovado
61240522,4,Carangola,Minas Gerais,2021-04-26 18:00:00.000,2021-04-30 12:25:58,Débora,Não Aprovado
36855730,6,Itajaí,Santa Catarina,2021-01-25 16:09:20.747,2021-01-29 11:23:06,Débora,Aprovado
44656805,8,Sousa,Paraíba,2020-11-23 09:00:00.000,2020-11-27 17:07:57,Débora,Aprovado
47370805,6,Edealina,Goiás,2021-01-24 12:06:21.987,2021-01-25 17:23:54,Débora,Aprovado
50143293,1,Anápolis,Goiás,2021-04-12 15:36:00.443,2021-04-15 14:04:55,Débora,Aprovado
60135814,5,São Paulo,São Paulo,2021-07-15 15:54:43.297,2021-07-16 11:51:33,Débora,Não Aprovado
171231613,2,Bela Cruz,Ceará,2021-06-28 10:17:51.533,2021-07-02 12:21:14,Débora,Aprovado
43436571,2,Goiânia,Goiás,2021-04-29 13:33:41.420,2021-04-30 10:56:46,Débora,Não Aprovado
46835675,7,Xapuri,Acre,2021-05-23 11:52:16.710,2021-05-24 14:30:18,Fernando,Não Aprovado
172029493,9,Conselheiro Pena,Minas Gerais,2021-06-25 11:47:18.000,2021-06-26 14:34:52,Fernando,Aprovado
213385501,9,Grajaú,Maranhão,2021-05-08 11:25:03.867,2021-05-09 15:33:51,Fernando,Aprovado
220452479,5,Teresina,Piauí,2021-06-14 15:19:00.050,2021-06-17 13:34:45,Débora,Aprovado
26445633,9,Várzea Grande,Mato Grosso,2021-02-04 16:25:47.983,2021-02-04 18:00:00,Débora,Não Aprovado
39319475,1,Anastácio,Mato Grosso do Sul,2021-03-19 18:00:00.000,2021-03-21 12:20:18,Débora,Aprovado
27343897,5,Igarapé,Minas Gerais,2021-05-13 18:00:00.000,2021-05-15 15:05:38,Débora,Aprovado
35357443,6,Terra Roxa,São Paulo,2021-04-25 15:05:04.357,2021-04-26 16:06:07,Fernando,Não Aprovado
35697892,5,Iretama,Paraná,2021-05-06 09:00:00.000,2021-05-07 13:05:48,Débora,Não Aprovado
42521205,4,Sete Lagoas,Minas Gerais,2021-04-18 18:00:00.000,2021-04-25 13:14:37,Débora,Aprovado
46346555,3,Santa Fé do Sul,São Paulo,2020-11-19 11:36:54.847,2020-11-20 12:32:55,Débora,Não Aprovado
211828727,1,Piracicaba,São Paulo,2021-04-29 09:00:00.000,2021-04-30 10:09:19,Débora,Não Aprovado
38808755,7,Capanema,Pará,2021-05-23 13:41:37.983,2021-05-24 17:16:31,Fernando,Aprovado
39321494,6,Juazeirinho,Paraíba,2021-07-15 18:00:00.000,2021-07-17 18:00:00,Débora,Não Aprovado
42690621,6,São Gonçalo dos Campos,Bahia,2021-06-12 15:02:22.690,2021-06-14 12:05:58,Débora,Aprovado
42832794,10,Niterói,Rio de Janeiro,2021-01-11 10:14:54.010,2021-02-06 11:41:07,Débora,Aprovado
50023737,10,Presidente Dutra,Maranhão,2021-06-10 10:57:46.037,2021-06-12 16:19:29,Débora,Aprovado
144040131,9,São Paulo,São Paulo,2021-06-20 16:25:04.350,2021-06-21 14:15:09,Débora,Aprovado
24891531,4,Rio de Janeiro,Rio de Janeiro,2020-11-30 15:32:57.027,2020-12-03 18:00:00,Débora,Aprovado
26726887,3,Palmas,Tocantins,2020-11-26 16:46:52.643,2020-11-28 14:07:14,Débora,Não Aprovado
29448063,7,Belo Horizonte,Minas Gerais,2021-02-20 09:11:20.973,2021-02-21 11:57:16,Débora,Aprovado
41271179,5,Pirenópolis,Goiás,2021-05-02 18:00:00.000,2021-05-03 18:00:00,Fernando,Não Aprovado
48639260,2,João Pessoa,Paraíba,2021-03-27 18:00:00.000,2021-03-29 13:23:10,Débora,Não Aprovado
50462660,1,São Paulo,São Paulo,2021-05-28 17:18:04.440,2021-05-30 13:32:24,Débora,Aprovado
183987415,5,Viana,Espírito Santo,2021-04-12 11:09:05.510,2021-04-15 16:49:06,Débora,Aprovado
206334916,7,Ubaíra,Bahia,2021-01-28 17:04:20.957,2021-01-29 11:24:15,Débora,Aprovado
31123097,4,Fundão,Espírito Santo,2021-05-20 16:21:26.350,2021-05-23 14:08:35,Débora,Não Aprovado
31941717,8,Tupi Paulista,São Paulo,2020-12-20 14:59:36.313,2020-12-26 14:28:06,Fernando,Não Aprovado
25338459,3,Rio de Janeiro,Rio de Janeiro,2021-06-27 15:26:02.610,2021-07-02 12:14:15,Débora,Aprovado
26086383,1,Jaciara,Mato Grosso,2021-05-02 10:08:26.053,2021-05-07 10:55:57,Débora,Não Aprovado
93332807,4,Santa Rosa,Rio Grande do Sul,2021-04-25 09:11:39.647,2021-04-26 13:08:40,Débora,Aprovado
229320698,8,Macapá,Amapá,2021-02-15 16:37:26.863,2021-02-20 09:00:00,Débora,Aprovado
38392394,2,Venâncio Aires,Rio Grande do Sul,2021-06-24 17:03:17.000,2021-06-25 18:00:00,Fernando,Aprovado
42290271,3,Cabo Frio,Rio de Janeiro,2021-05-20 18:00:00.000,2021-05-22 12:37:25,Débora,Não Aprovado
95040625,2,Brasília,Distrito Federal,2021-03-29 12:48:02.090,2021-04-01 11:37:12,Débora,Aprovado
143997656,1,Guarapuava,Paraná,2021-07-15 17:31:15.500,2021-07-17 12:43:18,Débora,Aprovado
26501886,4,Moita Bonita,Sergipe,2021-04-03 17:39:39.720,2021-04-04 17:36:51,Débora,Aprovado
37245737,8,Água Boa,Mato Grosso,2021-05-10 18:00:00.000,2021-05-13 17:58:02,Fernando,Não Aprovado
40731418,9,Ijuí,Rio Grande do Sul,2021-05-29 13:54:45.433,2021-05-30 18:00:00,Fernando,Aprovado
43675882,5,Porto Franco,Maranhão,2021-03-19 12:52:45.610,2021-03-20 11:12:14,Débora,Aprovado
44851836,4,Limeira,São Paulo,2021-03-12 10:28:48.000,2021-03-12 17:37:08,Débora,Não Aprovado
54829411,9,Ipiranga,Paraná,2021-06-10 18:00:00.000,2021-06-12 13:55:38,Débora,Aprovado
187708595,3,Rio de Janeiro,Rio de Janeiro,2021-07-08 17:19:10.867,2021-07-10 18:00:00,Débora,Aprovado
25971655,2,Cuiabá,Mato Grosso,2021-05-14 12:34:52.350,2021-05-15 13:24:41,Débora,Não Aprovado
34563756,2,Niterói,Rio de Janeiro,2020-11-19 09:29:46.127,2020-11-20 18:00:00,Débora,Aprovado
36780621,3,Chapecó,Santa Catarina,2020-12-19 11:38:56.720,2020-12-24 14:58:30,Fernando,Aprovado
43078467,5,São Luís,Maranhão,2021-04-11 12:24:12.307,2021-04-12 17:42:58,Fernando,Aprovado
43572780,5,Lavras,Minas Gerais,2021-01-21 15:20:02.363,2021-01-22 17:38:07,Fernando,Aprovado
65614495,1,Patos,Paraíba,2021-06-13 18:00:00.000,2021-06-17 13:52:17,Débora,Não Aprovado
132629076,6,Porteirinha,Minas Gerais,2021-02-25 11:59:43.147,2021-02-26 14:34:01,Fernando,Aprovado
220089831,10,Ariquemes,Rondônia,2021-05-22 11:38:51.017,2021-05-23 16:28:03,Débora,Aprovado
24957511,6,Itaperuna,Rio de Janeiro,2021-01-10 16:07:15.077,2021-01-11 16:29:20,Fernando,Aprovado
30873769,5,Campina Grande,Paraíba,2021-03-25 18:00:00.000,2021-03-27 12:08:10,Débora,Não Aprovado
40947526,3,Rio de Janeiro,Rio de Janeiro,2021-07-05 17:44:29.363,2021-07-10 12:27:17,Débora,Aprovado
41135852,1,Sousa,Paraíba,2021-06-13 18:00:00.000,2021-06-17 11:57:31,Débora,Não Aprovado
47378803,8,Goiânia,Goiás,2021-05-14 15:46:05.357,2021-05-17 10:53:06,Débora,Não Aprovado
48924945,1,Maués,Amazonas,2021-07-04 14:36:44.037,2021-07-08 18:00:00,Fernando,Aprovado
93314103,7,Bataguassu,Mato Grosso do Sul,2021-02-28 17:26:31.597,2021-03-04 10:48:18,Débora,Aprovado
102916256,10,Ponta Porã,Mato Grosso do Sul,2021-03-01 18:00:00.000,2021-03-04 13:17:27,Débora,Aprovado
161978785,8,Várzea Grande,Mato Grosso,2021-01-21 18:00:00.000,2021-01-23 09:49:27,Débora,Aprovado
178928342,9,Carnaubal,Ceará,2021-07-04 09:15:50.337,2021-07-08 16:37:32,Fernando,Aprovado
40360922,1,São Luís,Maranhão,2020-11-13 10:18:18.290,2020-11-14 10:42:50,Débora,Aprovado
43659115,9,Itacoatiara,Amazonas,2021-05-22 13:22:59.737,2021-05-23 17:12:16,Débora,Aprovado
46629890,6,Brasília,Distrito Federal,2021-05-14 17:32:49.927,2021-05-17 10:47:47,Débora,Aprovado
75591525,10,Recife,Pernambuco,2021-07-04 09:08:04.373,2021-07-08 16:41:46,Fernando,Não Aprovado
90232191,7,Petrolina,Pernambuco,2021-03-22 11:52:54.367,2021-03-25 14:28:59,Débora,Aprovado
32740988,1,Presidente Dutra,Maranhão,2021-07-17 15:40:10.630,2021-07-18 14:12:33,Débora,Aprovado
45301417,5,São José de Ribamar,Maranhão,2021-02-14 18:00:00.000,2021-02-15 18:00:00,Débora,Aprovado
45696364,4,Manaus,Amazonas,2021-03-01 17:40:04.257,2021-03-04 12:15:06,Débora,Não Aprovado
112418828,2,São Paulo,São Paulo,2021-05-28 17:39:06.067,2021-05-30 15:10:39,Fernando,Aprovado
177346630,6,Manaus,Amazonas,2021-03-26 12:08:09.353,2021-03-27 13:46:30,Débora,Aprovado
26660767,10,Ribeirão das Neves,Minas Gerais,2021-01-11 18:00:00.000,2021-01-16 09:00:00,Fernando,Não Aprovado
28276158,2,Goiânia,Goiás,2021-06-18 13:32:20.260,2021-06-20 14:44:05,Débora,Aprovado
31304409,4,Jequié,Bahia,2021-07-04 16:12:51.943,2021-07-09 13:06:04,Débora,Não Aprovado
35410548,6,Marília,São Paulo,2021-07-10 10:57:24.730,2021-07-11 14:56:50,Fernando,Aprovado
38290939,2,Xapuri,Acre,2021-06-28 13:04:45.423,2021-07-01 10:33:55,Débora,Aprovado
39787129,5,Parnamirim,Rio Grande do Norte,2021-05-16 09:30:27.957,2021-05-17 16:44:08,Débora,Aprovado
40466952,3,São Luís de Montes Belos,Goiás,2021-04-23 12:26:36.543,2021-04-25 15:13:18,Débora,Não Aprovado
45248946,10,Cajamar,São Paulo,2021-06-07 18:00:00.000,2021-06-11 15:27:05,Fernando,Não Aprovado
45514788,5,Araguaína,Tocantins,2021-03-26 16:31:20.810,2021-03-27 18:00:00,Débora,Não Aprovado
128735979,1,Campo Grande,Mato Grosso do Sul,2021-04-15 15:01:11.553,2021-04-16 17:28:56,Débora,Aprovado
224047454,10,Florianópolis,Santa Catarina,2021-04-10 14:03:45.827,2021-04-11 13:35:31,Débora,Não Aprovado
38095364,7,Marechal Cândido Rondon,Paraná,2021-07-01 16:21:27.563,2021-07-03 17:26:40,Débora,Não Aprovado
50621375,3,Montenegro,Rio Grande do Sul,2021-06-24 09:00:00.000,2021-06-25 11:43:45,Débora,Não Aprovado
47489978,2,Teixeira de Freitas,Bahia,2020-12-07 14:54:13.560,2020-12-11 11:16:06,Débora,Aprovado
223785674,8,Foz do Iguaçu,Paraná,2021-05-23 18:00:00.000,2021-05-27 12:08:17,Débora,Não Aprovado
31412974,9,Umuarama,Paraná,2021-04-04 14:58:08.107,2021-04-08 11:23:45,Fernando,Aprovado
44500053,1,Cuiabá,Mato Grosso,2021-04-19 18:00:00.000,2021-04-22 15:20:45,Fernando,Aprovado
99436075,5,Itaúna,Minas Gerais,2021-04-19 12:27:18.313,2021-04-23 15:01:22,Débora,Aprovado
128048243,9,Belo Horizonte,Minas Gerais,2021-07-11 10:40:06.090,2021-07-12 15:16:37,Débora,Aprovado
30147390,5,Londrina,Paraná,2020-11-07 17:49:06.200,2020-11-09 09:49:08,Débora,Não Aprovado
39640302,10,Goianésia,Goiás,2020-12-17 15:06:20.870,2020-12-19 18:00:00,Débora,Não Aprovado
49507795,1,São Paulo,São Paulo,2021-05-28 17:29:11.953,2021-05-30 13:32:12,Débora,Aprovado
61439786,7,Mato Verde,Minas Gerais,2021-02-25 11:47:53.517,2021-02-25 18:00:00,Fernando,Aprovado
131138365,6,Paracuru,Ceará,2020-11-21 11:34:43.260,2020-11-22 18:00:00,Débora,Aprovado
34342439,10,São Paulo,São Paulo,2021-06-13 15:13:54.833,2021-06-14 16:10:17,Débora,Aprovado
37502809,2,Ferraz de Vasconcelos,São Paulo,2020-12-17 12:42:32.767,2020-12-19 18:00:00,Débora,Não Aprovado
38336455,3,Salvador,Bahia,2021-04-09 16:22:35.833,2021-04-10 13:35:57,Débora,Não Aprovado
105760490,3,Santo Antônio de Pádua,Rio de Janeiro,2021-06-07 18:00:00.000,2021-06-11 15:09:31,Fernando,Não Aprovado
145884334,6,Lavras,Minas Gerais,2021-04-23 10:01:38.990,2021-04-25 14:51:23,Débora,Aprovado
166058145,10,São Paulo,São Paulo,2020-11-29 16:44:42.693,2020-12-03 18:00:00,Débora,Aprovado
31909344,2,Ilhabela,São Paulo,2021-06-24 17:16:43.063,2021-06-25 18:00:00,Fernando,Aprovado
32276389,4,Presidente Dutra,Maranhão,2021-03-28 14:44:39.270,2021-03-29 12:17:03,Débora,Aprovado
40682243,1,Uberlândia,Minas Gerais,2021-03-13 14:39:02.670,2021-03-14 16:02:06,Fernando,Aprovado
50413431,6,Rio Verde,Goiás,2021-04-12 11:24:50.070,2021-04-15 13:53:48,Fernando,Aprovado
77587770,2,Macapá,Amapá,2021-02-20 12:40:38.240,2021-02-21 11:00:39,Débora,Aprovado
43092671,9,Guarulhos,São Paulo,2021-02-20 18:00:00.000,2021-02-21 16:16:50,Fernando,Não Aprovado
43571219,4,Sobral,Ceará,2021-04-04 17:44:09.617,2021-04-08 18:00:00,Fernando,Aprovado
44083324,3,Guabiruba,Santa Catarina,2020-11-21 14:43:31.920,2020-11-22 18:00:00,Débora,Aprovado
45628811,1,Dionísio Cerqueira,Santa Catarina,2021-07-15 10:22:04.963,2021-07-16 12:56:17,Débora,Aprovado
50594825,8,Chapada Gaúcha,Minas Gerais,2021-03-14 12:21:20.580,2021-03-15 09:53:26,Débora,Aprovado
105371230,2,Brasília,Distrito Federal,2021-07-05 17:27:09.917,2021-07-10 12:12:58,Débora,Aprovado
30419934,1,Aracruz,Espírito Santo,2021-03-15 13:33:53.400,2021-03-18 15:43:10,Débora,Aprovado
31173370,4,Brasília,Distrito Federal,2021-04-12 11:41:21.253,2021-04-15 15:35:04,Débora,Aprovado
42142307,5,Teresina,Piauí,2021-05-16 14:51:17.177,2021-05-17 17:11:15,Fernando,Aprovado
171100266,6,Cuiabá,Mato Grosso,2021-04-04 18:00:00.000,2021-04-08 16:50:37,Fernando,Não Aprovado
180241787,2,Vargem Alegre,Minas Gerais,2021-04-02 15:25:42.317,2021-04-04 17:06:40,Débora,Aprovado
187993522,7,Curitiba,Paraná,2021-04-11 10:32:15.563,2021-04-12 13:41:36,Fernando,Aprovado
210824404,1,São Luís,Maranhão,2021-05-17 16:44:48.103,2021-05-21 14:47:32,Débora,Não Aprovado
32773654,1,Perdizes,Minas Gerais,2021-03-04 15:53:47.693,2021-03-05 16:23:55,Débora,Aprovado
40690351,1,São Paulo,São Paulo,2021-03-18 11:35:04.480,2021-03-19 14:02:48,Débora,Aprovado
47612167,9,Ipaba,Minas Gerais,2021-03-26 14:30:22.663,2021-03-27 14:01:57,Débora,Não Aprovado
57457673,2,Santa Rosa de Lima,Santa Catarina,2020-11-21 12:54:29.813,2020-11-22 18:00:00,Débora,Aprovado
163837219,4,Brasiléia,Acre,2021-06-27 16:18:25.400,2021-06-28 18:00:00,Fernando,Não Aprovado
31503859,1,Fortaleza,Ceará,2021-03-05 18:00:00.000,2021-03-08 10:16:07,Débora,Aprovado
37126889,8,Criciúma,Santa Catarina,2021-01-22 17:23:50.760,2021-01-25 17:30:31,Débora,Aprovado
45401895,7,Boa Vista,Roraima,2020-12-26 11:23:03.283,2020-12-31 16:16:14,Débora,Aprovado
57836799,2,Xapuri,Acre,2021-05-15 18:00:00.000,2021-05-17 12:36:30,Débora,Não Aprovado
137208421,10,Antônio Carlos,Santa Catarina,2021-05-15 15:20:29.717,2021-05-17 16:36:37,Débora,Aprovado
41153626,8,Boa Vista,Roraima,2021-06-28 10:18:02.070,2021-07-03 18:00:00,Débora,Aprovado
43234031,4,Guaçuí,Espírito Santo,2021-05-03 14:06:45.257,2021-05-06 10:39:04,Débora,Não Aprovado
62286477,2,Angra dos Reis,Rio de Janeiro,2021-01-31 14:45:18.233,2021-02-04 13:03:06,Débora,Aprovado
191872677,10,Guaraci,São Paulo,2021-04-17 18:00:00.000,2021-04-19 12:30:49,Débora,Aprovado
194050724,4,Aparecida de Goiânia,Goiás,2021-04-10 18:00:00.000,2021-04-12 12:07:21,Débora,Aprovado
41987122,2,Boa Vista,Roraima,2021-04-10 16:08:39.307,2021-04-11 18:00:00,Fernando,Aprovado
45570535,1,Linhares,Espírito Santo,2021-04-12 10:41:36.663,2021-04-12 18:00:00,Fernando,Aprovado
143477876,10,Timon,Maranhão,2021-02-07 14:20:45.187,2021-02-11 18:00:00,Fernando,Não Aprovado
28801020,4,Itaipulândia,Paraná,2021-05-03 15:44:14.440,2021-05-07 11:44:40,Débora,Não Aprovado
36730825,3,Belém,Pará,2021-05-15 16:46:04.277,2021-05-17 13:04:37,Débora,Aprovado
39704382,10,Vitória,Espírito Santo,2021-01-16 17:24:32.500,2021-01-18 14:50:42,Fernando,Aprovado
46769734,4,Belo Horizonte,Minas Gerais,2021-07-09 14:50:12.203,2021-07-10 18:00:00,Débora,Aprovado
141915277,5,Paracatu,Minas Gerais,2021-06-13 17:06:22.267,2021-06-17 12:31:43,Débora,Aprovado
27456383,6,Marataízes,Espírito Santo,2021-02-05 15:57:20.447,2021-02-15 11:55:11,Débora,Não Aprovado
54232960,2,Ijuí,Rio Grande do Sul,2021-05-14 18:00:00.000,2021-05-17 10:29:49,Débora,Aprovado
208690957,5,São Bernardo,Maranhão,2021-04-01 18:00:00.000,2021-04-03 13:05:33,Débora,Aprovado
36081030,3,São Paulo,São Paulo,2020-11-13 14:17:03.533,2020-11-15 10:17:40,Débora,Não Aprovado
43268765,6,Nova Iguaçu,Rio de Janeiro,2021-07-16 15:00:03.343,2021-07-18 11:32:25,Débora,Aprovado
80931075,5,Rio Verde,Goiás,2021-01-28 18:00:00.000,2021-01-30 12:00:24,Débora,Aprovado
100830114,7,Vilhena,Rondônia,2021-05-28 16:47:53.393,2021-05-30 14:25:56,Débora,Aprovado
178442579,9,Várzea Grande,Mato Grosso,2021-03-12 16:41:21.570,2021-03-13 13:38:37,Débora,Aprovado
229285749,3,Várzea Grande,Mato Grosso,2021-04-25 10:41:20.727,2021-04-26 16:34:30,Fernando,Aprovado
31150066,9,Belo Jardim,Pernambuco,2021-07-01 09:00:00.000,2021-07-02 13:55:48,Débora,Não Aprovado
33858081,7,Schroeder,Santa Catarina,2021-04-02 13:19:44.747,2021-04-03 14:40:58,Fernando,Aprovado
36699295,7,João Pessoa,Paraíba,2021-06-05 17:19:26.077,2021-06-07 17:41:06,Fernando,Não Aprovado
42138886,1,Juazeirinho,Paraíba,2021-05-24 15:33:14.387,2021-05-27 15:10:46,Fernando,Não Aprovado
57038549,9,Tianguá,Ceará,2021-06-07 16:27:53.990,2021-06-10 17:06:22,Fernando,Não Aprovado
229463512,8,Cachoeiro de Itapemirim,Espírito Santo,2021-06-10 18:00:00.000,2021-06-12 14:01:14,Débora,Aprovado
24409595,10,Várzea Grande,Mato Grosso,2021-02-01 09:11:23.983,2021-02-04 17:16:51,Débora,Não Aprovado
31459954,5,Marechal Cândido Rondon,Paraná,2021-06-05 12:33:00.790,2021-06-07 15:31:12,Fernando,Não Aprovado
32043957,6,Lucas do Rio Verde,Mato Grosso,2021-05-20 10:31:49.740,2021-05-23 14:39:30,Fernando,Aprovado
38611702,1,Rio de Janeiro,Rio de Janeiro,2021-06-27 15:19:11.517,2021-07-02 12:14:10,Débora,Aprovado
39429958,3,Ariquemes,Rondônia,2021-06-03 17:36:15.050,2021-06-07 17:53:01,Fernando,Aprovado
41753608,9,Picada Café,Rio Grande do Sul,2021-02-21 10:13:44.613,2021-02-20 12:29:03,Débora,Aprovado
52980872,3,Tartarugalzinho,Amapá,2021-07-09 18:00:00.000,2021-07-11 14:12:48,Fernando,Não Aprovado
29734464,10,Passira,Pernambuco,2021-04-30 18:00:00.000,2021-05-03 15:16:38,Débora,Não Aprovado
31002595,3,Rio Verde,Goiás,2021-02-11 18:00:00.000,2021-02-12 14:17:45,Débora,Aprovado
37353150,9,Teresina,Piauí,2021-07-03 17:17:53.880,2021-07-08 14:59:25,Fernando,Não Aprovado
38622829,8,Patos,Paraíba,2021-06-13 18:00:00.000,2021-06-17 13:16:49,Débora,Não Aprovado
40926362,9,Serra,Espírito Santo,2020-11-12 18:00:00.000,2020-11-15 18:00:00,Débora,Aprovado
54031630,7,Jaú,São Paulo,2020-11-23 11:32:47.693,2020-11-27 18:00:00,Débora,Aprovado
23740741,2,Caucaia,Ceará,2021-06-19 15:06:22.590,2021-06-20 14:23:04,Débora,Aprovado
23857626,10,Cuiabá,Mato Grosso,2020-12-20 14:39:29.577,2020-12-26 14:13:11,Fernando,Não Aprovado
26339911,4,Rio de Janeiro,Rio de Janeiro,2021-06-03 11:52:03.177,2021-06-04 17:45:26,Débora,Não Aprovado
30012137,2,Três de Maio,Rio Grande do Sul,2021-06-13 10:05:44.973,2021-06-14 10:57:57,Débora,Aprovado
34916578,5,Videira,Santa Catarina,2020-11-29 11:44:36.557,2020-12-03 12:18:31,Débora,Não Aprovado
39657314,3,Cascavel,Paraná,2021-06-25 15:15:39.000,2021-06-26 15:23:36,Fernando,Não Aprovado
96808614,8,Brasília,Distrito Federal,2021-01-24 12:23:55.217,2021-01-29 11:19:03,Débora,Aprovado
26089422,3,Sorriso,Mato Grosso,2021-02-12 11:31:37.783,2021-02-15 11:19:10,Débora,Aprovado
44820043,2,Itacaré,Bahia,2021-03-07 18:00:00.000,2021-03-08 18:00:00,Fernando,Aprovado
92445633,2,Santana do Araguaia,Pará,2021-06-12 12:31:58.133,2021-06-14 11:49:16,Débora,Não Aprovado
197307417,3,Varjota,Ceará,2021-07-03 16:10:25.880,2021-07-04 18:00:00,Fernando,Aprovado
208249958,9,Assis,São Paulo,2021-03-14 14:44:03.277,2021-03-15 13:24:18,Débora,Aprovado
31184036,5,Santa Cruz do Rio Pardo,São Paulo,2021-02-13 16:03:04.223,2021-02-14 14:12:01,Débora,Aprovado
69702293,7,Assaí,Paraná,2021-03-25 12:11:11.800,2021-03-26 14:35:19,Débora,Aprovado
143988721,9,Macapá,Amapá,2021-04-12 16:21:56.050,2021-04-15 17:55:18,Fernando,Aprovado
165969557,5,Porto Seguro,Bahia,2021-01-15 18:00:00.000,2021-01-17 15:28:59,Fernando,Aprovado
180828265,1,Petrolina,Pernambuco,2021-03-22 18:00:00.000,2021-03-26 12:07:48,Débora,Aprovado
24886424,2,Mairiporã,São Paulo,2021-01-02 11:24:03.100,2021-01-07 18:00:00,Fernando,Aprovado
28374163,7,Arcoverde,Pernambuco,2021-06-13 18:00:00.000,2021-06-17 11:21:09,Débora,Não Aprovado
28957407,5,Maceió,Alagoas,2020-11-15 18:00:00.000,2020-11-20 18:00:00,Débora,Aprovado
31586944,8,Brasiléia,Acre,2021-03-18 09:00:00.000,2021-03-18 18:00:00,Fernando,Não Aprovado
32817209,4,Salvador,Bahia,2021-06-19 14:05:31.650,2021-06-20 18:00:00,Fernando,Aprovado
39517901,10,São Paulo,São Paulo,2021-07-01 15:51:55.263,2021-07-04 10:51:21,Débora,Aprovado
42416706,4,Niterói,Rio de Janeiro,2020-12-06 17:23:46.860,2020-12-11 11:01:30,Débora,Aprovado
211020257,1,Santarém,Pará,2021-06-19 11:24:02.047,2021-06-20 18:00:00,Fernando,Não Aprovado
23700355,6,Melgaço,Pará,2021-06-19 11:03:23.717,2021-06-20 15:41:57,Débora,Aprovado
159295005,7,Gilbués,Piauí,2021-04-08 12:00:50.403,2021-04-08 18:00:00,Fernando,Aprovado
228094030,5,Limeira,São Paulo,2021-03-06 12:59:17.783,2021-03-07 15:19:43,Fernando,Não Aprovado
36251592,3,Chaves,Pará,2021-06-13 16:41:21.877,2021-06-14 15:44:18,Débora,Aprovado
45353921,3,São José do Rio Pardo,São Paulo,2021-06-26 12:01:39.000,2021-06-27 14:49:36,Fernando,Aprovado
51921486,10,Uberlândia,Minas Gerais,2021-03-20 11:29:59.283,2021-03-20 15:09:00,Débora,Aprovado
152089049,5,Lucas do Rio Verde,Mato Grosso,2021-06-20 16:46:10.090,2021-06-21 16:57:52,Fernando,Não Aprovado
33247532,3,Maceió,Alagoas,2021-04-08 12:06:47.513,2021-04-09 13:21:03,Débora,Aprovado
36087957,10,Resende,Rio de Janeiro,2021-03-07 10:08:17.240,2021-03-08 18:00:00,Fernando,Aprovado
84289823,10,Sousa,Paraíba,2021-05-08 13:27:47.293,2021-05-08 16:40:46,Débora,Não Aprovado
173983454,5,Mairiporã,São Paulo,2021-01-01 14:36:41.083,2021-01-03 12:03:30,Débora,Aprovado
28004527,2,Rio de Janeiro,Rio de Janeiro,2020-11-15 18:00:00.000,2020-11-19 13:54:46,Luiz,Aprovado
38973809,7,São Luís,Maranhão,2021-02-01 11:25:04.057,2021-02-04 16:59:20,Débora,Não Aprovado
24638727,10,Natal,Rio Grande do Norte,2021-01-08 15:27:58.983,2021-01-11 13:20:53,Fernando,Aprovado
25911368,6,Paulínia,São Paulo,2021-05-23 14:22:31.830,2021-05-24 17:00:11,Fernando,Não Aprovado
41223149,6,Navegantes,Santa Catarina,2021-07-01 17:21:40.097,2021-07-04 10:14:07,Débora,Aprovado
55007797,3,Porto Seguro,Bahia,2021-05-06 18:00:00.000,2021-05-09 11:56:34,Débora,Aprovado
65488108,2,São Paulo,São Paulo,2021-01-14 18:00:00.000,2021-01-16 09:00:00,Fernando,Não Aprovado
216453922,1,Igarapé,Minas Gerais,2021-06-28 18:00:00.000,2021-07-02 12:55:16,Débora,Aprovado
23764368,10,São Luís,Maranhão,2020-12-13 14:30:55.093,2020-12-19 15:29:36,Débora,Não Aprovado
