Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data de Conclusao da análise do time A,Status da Análise do Time A,Analista do time A
36488859,1,São Caetano do Sul,São Paulo,2021-05-24 18:00:00.000,2021-05-27 09:20:28,Falso Positivo,Marcos
39073375,6,Cariacica,Espírito Santo,2020-11-21 16:08:31.320,2020-11-21 18:00:00,Falso Positivo,Marcos
41216035,10,Campinas,São Paulo,2021-04-03 16:27:38.573,2021-04-03 18:00:00,Falso Positivo,Marcos
47960284,2,Colatina,Espírito Santo,2021-01-18 16:36:49.580,2021-01-18 17:20:35,Falso Positivo,Marcos
49525470,10,São Paulo,São Paulo,2021-01-23 12:29:26.940,2021-01-24 10:00:13,Falso Positivo,Marina
55230675,2,Osasco,São Paulo,2021-01-31 17:30:09.910,2021-01-31 17:59:45,Falso Positivo,Marcos
57518252,7,Jaboatão dos Guararapes,Pernambuco,2021-03-21 18:00:00.000,2021-03-22 09:17:40,Falso Positivo,Marcos
90197628,10,Recife,Pernambuco,2021-04-18 10:56:15.107,2021-04-18 14:26:45,Falso Positivo,Marcos
107968431,5,Brasília,Distrito Federal,2020-11-30 11:35:56.390,2020-11-30 15:34:24,Falso Positivo,Marina
121374607,9,Avaré,São Paulo,2021-06-14 13:47:45.347,2021-06-14 14:12:51,Falso Positivo,Marcos
169433173,9,Fortaleza,Ceará,2021-05-10 13:23:09.243,2021-05-10 17:54:00,Falso Positivo,Marcos
173652566,3,Bayeux,Paraíba,2021-04-29 16:56:26.083,2021-04-29 18:00:00,Falso Positivo,Marcos
192238662,7,Rio de Janeiro,Rio de Janeiro,2021-03-13 18:00:00.000,2021-03-14 09:23:22,Falso Positivo,Marcos
202727719,6,Rio de Janeiro,Rio de Janeiro,2021-02-26 17:19:47.497,2021-02-26 18:00:00,Falso Positivo,Marcos
211347317,2,Santa Cruz,Rio Grande do Norte,2021-03-07 11:20:43.157,2021-03-07 14:07:58,Falso Positivo,Marcos
28206649,4,Camaçari,Bahia,2021-01-29 18:00:00.000,2021-01-30 11:24:57,Falso Positivo,Marcos
31366013,7,São Paulo,São Paulo,2021-07-17 16:34:53.927,2021-07-17 17:45:31,Falso Positivo,Maria
32721489,5,Cabo Frio,Rio de Janeiro,2021-06-20 15:47:44.783,2021-06-20 17:34:05,Falso Positivo,Marcos
32753319,5,São Paulo,São Paulo,2021-02-01 10:06:19.590,2021-02-01 10:59:34,Falso Positivo,Marcos
35981879,10,Almenara,Minas Gerais,2021-06-17 16:41:59.123,2021-06-17 18:00:00,Falso Positivo,Marcos
80554531,7,Caruaru,Pernambuco,2021-03-11 09:00:00.000,2021-03-11 09:45:23,Falso Positivo,Marcos
176271421,1,Mossoró,Rio Grande do Norte,2021-01-24 12:03:46.593,2021-01-24 12:32:49,Falso Positivo,Marcos
211769980,6,Cruzeiro do Sul,Paraná,2021-03-01 17:02:24.570,2021-03-01 18:00:00,Falso Positivo,Marcos
24488864,9,Itajaí,Santa Catarina,2021-03-05 15:16:54.513,2021-03-05 17:19:36,Falso Positivo,Marcos
27660203,9,Crato,Ceará,2020-11-27 10:40:37.490,2020-11-27 16:46:57,Falso Positivo,Marina
31521997,2,Passos,Minas Gerais,2021-05-20 14:36:20.890,2021-05-20 17:45:44,Falso Positivo,Marcos
33129467,10,Ceará-Mirim,Rio Grande do Norte,2021-07-11 18:00:00.000,2021-07-11 18:00:00,Falso Positivo,Maria
34970002,7,Londrina,Paraná,2021-02-27 18:00:00.000,2021-02-27 18:00:00,Falso Positivo,Marcos
35207431,10,Rio de Janeiro,Rio de Janeiro,2021-03-04 17:39:42.413,2021-03-04 18:00:00,Falso Positivo,Marcos
37610634,3,Machado,Minas Gerais,2021-03-27 13:21:23.000,2021-03-27 13:42:30,Falso Positivo,Marcos
38017146,5,Anápolis,Goiás,2021-01-08 12:17:14.970,2021-01-08 12:26:26,Falso Positivo,Marcos
40427890,7,Cascavel,Paraná,2021-03-25 18:00:00.000,2021-03-26 09:18:55,Falso Positivo,Marcos
44618376,4,Parnamirim,Rio Grande do Norte,2021-01-18 14:10:17.427,2021-01-18 14:44:01,Falso Positivo,Marcos
44883302,2,Arapiraca,Alagoas,2021-04-09 16:45:33.047,2021-04-09 17:50:06,Falso Positivo,Marcos
48015845,10,Belo Horizonte,Minas Gerais,2021-02-05 09:00:00.000,2021-02-05 09:59:22,Falso Positivo,Marcos
49535461,5,Juazeiro do Norte,Ceará,2021-07-04 16:17:29.037,2021-07-04 18:00:00,Falso Positivo,Maria
55139323,6,Tarumã,São Paulo,2021-03-27 14:33:18.313,2021-03-27 15:55:44,Falso Positivo,Marcos
96985636,10,Fortaleza,Ceará,2020-11-22 16:47:50.570,2020-11-22 18:00:00,Falso Positivo,Pedro
119407833,4,João Pessoa,Paraíba,2020-11-21 18:00:00.000,2020-11-22 09:00:00,Falso Positivo,Marina
129531806,10,Serra,Espírito Santo,2021-06-07 18:00:00.000,2021-06-10 09:20:12,Falso Positivo,Marcos
23916830,9,Curitiba,Paraná,2021-02-11 09:00:00.000,2021-02-11 11:52:28,Falso Positivo,Marina
26436986,9,Sinop,Mato Grosso,2021-01-11 16:11:51.273,2021-01-11 17:35:34,Falso Positivo,Marcos
27849566,1,Bauru,São Paulo,2021-03-19 16:36:20.210,2021-03-20 09:13:19,Falso Positivo,Marcos
46358286,6,Presidente Prudente,São Paulo,2021-02-14 16:27:45.953,2021-02-15 09:00:00,Falso Positivo,Marina
59844423,3,Parnamirim,Rio Grande do Norte,2021-04-09 18:00:00.000,2021-04-10 09:26:50,Falso Positivo,Marcos
107634762,5,Eunápolis,Bahia,2021-07-02 09:00:00.000,2021-07-02 09:33:38,Falso Positivo,Marcos
156714886,9,Conceição do Coité,Bahia,2021-06-20 17:09:40.477,2021-06-20 17:40:09,Falso Positivo,Marcos
158784693,9,Varginha,Minas Gerais,2021-05-03 16:52:22.210,2021-05-03 17:58:43,Falso Positivo,Marcos
159614719,5,São Paulo,São Paulo,2021-05-28 18:00:00.000,2021-05-29 09:59:45,Falso Positivo,Marcos
163381523,5,Severínia,São Paulo,2021-06-10 14:19:08.027,2021-06-10 17:20:12,Falso Positivo,Marcos
182066076,8,Sirinhaém,Pernambuco,2021-05-27 14:52:33.643,2021-05-27 16:07:58,Falso Positivo,Marcos
189664599,10,Arcos,Minas Gerais,2021-06-05 13:30:09.247,2021-06-05 15:26:24,Falso Positivo,Marcos
202293389,8,São Paulo,São Paulo,2021-02-21 17:58:44.303,2021-02-22 14:36:37,Falso Positivo,Marcos
205740158,4,Maceió,Alagoas,2021-03-04 09:00:00.000,2021-03-04 09:26:36,Falso Positivo,Marcos
24643440,7,Monte Mor,São Paulo,2021-06-10 12:15:02.697,2021-06-10 13:34:47,Falso Positivo,Marcos
24833403,8,Brasília,Distrito Federal,2020-11-22 16:25:13.557,2020-11-26 17:32:39,Falso Positivo,Marina
28454813,7,Jacobina,Bahia,2021-05-02 18:00:00.000,2021-05-03 09:06:50,Falso Positivo,Marcos
30558908,6,Divinópolis,Minas Gerais,2020-11-13 17:47:15.927,2020-11-14 17:57:16,Falso Positivo,Marina
33085671,8,São José do Rio Preto,São Paulo,2021-01-17 10:08:09.177,2021-01-17 14:12:25,Falso Positivo,Marcos
37969753,8,Teresina,Piauí,2021-04-18 13:44:27.883,2021-04-18 14:41:21,Falso Positivo,Marcos
41641219,7,Novo Hamburgo,Rio Grande do Sul,2021-07-18 17:56:58.040,2021-07-18 18:00:00,Falso Positivo,Maria
41911280,10,Santana,Amapá,2021-02-13 17:03:16.163,2021-02-13 17:38:35,Falso Positivo,Marcos
44968857,4,Sobral,Ceará,2021-03-12 12:37:15.340,2021-03-12 14:14:56,Falso Positivo,Marcos
45980721,2,Trindade,Pernambuco,2020-12-21 17:10:50.387,2020-12-24 10:02:03,Falso Positivo,Marina
46970310,4,São Gonçalo,Rio de Janeiro,2021-03-21 18:00:00.000,2021-03-22 09:36:02,Falso Positivo,Marcos
47561394,1,Criciúma,Santa Catarina,2021-06-27 16:53:40.060,2021-06-28 16:27:20,Falso Positivo,Marcos
47832108,7,Alto Alegre do Pindaré,Maranhão,2021-01-24 18:00:00.000,2021-01-25 11:05:56,Falso Positivo,Marcos
54816010,1,Natal,Rio Grande do Norte,2021-02-04 14:19:26.920,2021-02-04 14:31:47,Falso Positivo,Marcos
159649218,1,São Paulo,São Paulo,2021-03-08 15:43:54.750,2021-03-08 17:09:43,Falso Positivo,Marcos
160324764,4,Canindé de São Francisco,Sergipe,2021-01-29 13:09:48.760,2021-01-29 14:13:09,Falso Positivo,Marcos
212356508,8,Paraíso do Tocantins,Tocantins,2021-06-20 09:01:44.217,2021-06-20 10:22:32,Falso Positivo,Maria
24570428,5,Santa Cruz do Rio Pardo,São Paulo,2020-12-21 16:20:41.020,2020-12-24 09:46:14,Falso Positivo,Marina
25632539,4,Rio de Janeiro,Rio de Janeiro,2021-01-15 18:00:00.000,2021-01-16 10:59:30,Falso Positivo,Marcos
25765051,2,Serra,Espírito Santo,2021-02-22 18:00:00.000,2021-02-25 09:38:41,Falso Positivo,Marcos
27146997,3,Tapejara,Rio Grande do Sul,2021-02-04 14:11:26.643,2021-02-04 14:30:08,Falso Positivo,Marcos
27491741,9,Mogi das Cruzes,São Paulo,2021-01-23 11:45:05.947,2021-01-23 14:39:39,Falso Positivo,Marcos
28512414,7,Serra Talhada,Pernambuco,2021-04-23 14:25:31.943,2021-04-23 18:00:00,Falso Positivo,Marcos
30452602,4,Rurópolis,Pará,2021-03-20 11:16:38.500,2021-03-20 13:37:13,Falso Positivo,Marcos
36533824,2,Aracaju,Sergipe,2021-04-18 16:56:49.763,2021-04-18 18:00:00,Falso Positivo,Marcos
36976502,9,Umuarama,Paraná,2021-05-27 09:00:00.000,2021-05-27 13:43:50,Falso Positivo,Marcos
39911395,10,Álvares Machado,São Paulo,2020-11-12 18:00:00.000,2020-11-13 18:00:00,Falso Positivo,Marina
42309961,10,São Paulo,São Paulo,2021-07-17 18:00:00.000,2021-07-18 11:32:26,Falso Positivo,Maria
42556961,10,Catalão,Goiás,2021-04-29 13:49:23.160,2021-04-29 14:19:53,Falso Positivo,Marcos
48298543,6,Londrina,Paraná,2021-07-15 14:02:10.367,2021-07-15 16:24:38,Falso Positivo,Maria
103705226,4,Mesquita,Rio de Janeiro,2021-05-09 14:16:25.227,2021-05-09 15:11:03,Falso Positivo,Marcos
148908048,2,São Roque,São Paulo,2021-05-06 17:39:56.220,2021-05-06 18:00:00,Falso Positivo,Marcos
178021535,4,Ji-Paraná,Rondônia,2021-02-25 18:00:00.000,2021-02-26 09:23:06,Falso Positivo,Marcos
213133937,7,Peruíbe,São Paulo,2021-03-14 10:59:03.323,2021-03-14 14:37:56,Falso Positivo,Marcos
214567304,6,Santo Antônio da Platina,Paraná,2021-01-02 18:00:00.000,2021-01-03 09:57:35,Falso Positivo,Marina
23740707,8,São João do Paraíso,Minas Gerais,2021-02-26 14:39:40.743,2021-02-26 15:20:57,Falso Positivo,Marcos
25274315,6,Bauru,São Paulo,2021-02-27 16:16:17.507,2021-02-27 17:08:36,Falso Positivo,Marcos
29856680,5,Ibiúna,São Paulo,2021-02-15 09:26:00.563,2021-02-15 14:30:12,Falso Positivo,Marcos
37557314,6,Alta Floresta,Mato Grosso,2021-05-30 18:00:00.000,2021-05-30 18:00:00,Falso Positivo,Marcos
37832429,10,Anápolis,Goiás,2020-11-26 12:03:23.367,2020-11-26 17:34:39,Falso Positivo,Marcos
39056029,3,Recife,Pernambuco,2021-03-11 09:00:00.000,2021-03-11 09:42:15,Falso Positivo,Marcos
40582900,3,Franca,São Paulo,2020-12-13 18:00:00.000,2020-12-13 18:00:00,Falso Positivo,Marina
41773222,5,Blumenau,Santa Catarina,2021-03-21 18:00:00.000,2021-03-21 18:00:00,Falso Positivo,Marcos
46909218,6,Palmas,Tocantins,2021-02-12 15:32:04.140,2021-02-12 16:42:44,Falso Positivo,Marcos
47648817,10,Belo Horizonte,Minas Gerais,2020-11-22 16:16:01.323,2020-11-22 18:00:00,Falso Positivo,Pedro
48277895,7,Campo Grande,Mato Grosso do Sul,2021-05-13 17:41:01.647,2021-05-13 18:00:00,Falso Positivo,Marcos
78146591,10,Parnamirim,Rio Grande do Norte,2021-02-07 13:12:20.477,2021-02-07 14:04:50,Falso Positivo,Marcos
97898841,4,Brasília,Distrito Federal,2021-01-29 17:23:25.673,2021-01-29 17:53:00,Falso Positivo,Marcos
99869228,3,Coelho Neto,Maranhão,2020-12-04 10:27:02.197,2020-12-04 15:15:17,Falso Positivo,Marina
145582960,1,Rondonópolis,Mato Grosso,2021-06-28 11:45:34.400,2021-06-28 15:34:52,Falso Positivo,Marcos
222216145,6,Araruama,Rio de Janeiro,2021-04-29 17:11:50.693,2021-04-29 18:00:00,Falso Positivo,Marcos
26000585,9,Juruti,Pará,2021-03-20 18:00:00.000,2021-03-21 09:23:05,Falso Positivo,Marcos
26920389,4,São Paulo,São Paulo,2021-01-17 11:57:43.217,2021-01-17 14:29:35,Falso Positivo,Marcos
28055676,10,São Paulo,São Paulo,2021-03-27 14:25:00.527,2021-03-27 15:53:42,Falso Positivo,Marcos
29917899,1,Paulo Afonso,Bahia,2020-12-18 16:33:28.483,2020-12-19 10:12:21,Falso Positivo,Marcos
31811062,3,Rio de Janeiro,Rio de Janeiro,2020-11-16 18:00:00.000,2020-11-19 09:14:26,Falso Positivo,Marina
32067632,1,Piraquara,Paraná,2021-01-16 12:20:15.963,2021-01-16 15:32:23,Falso Positivo,Marcos
33895316,6,Primavera do Leste,Mato Grosso,2021-05-20 14:01:10.310,2021-05-20 14:45:16,Falso Positivo,Marcos
34641160,8,Guarapuava,Paraná,2020-11-21 16:08:40.243,2020-11-22 09:00:00,Falso Positivo,Marina
35674506,9,Tangará da Serra,Mato Grosso,2021-04-09 17:47:57.100,2021-04-09 18:00:00,Falso Positivo,Marcos
39365419,4,Fazenda Rio Grande,Paraná,2021-02-13 17:54:35.073,2021-02-13 18:00:00,Falso Positivo,Marcos
40215893,1,Jussara,Goiás,2021-06-25 15:29:47.520,2021-06-25 18:00:00,Falso Positivo,Marcos
45854045,2,Uberlândia,Minas Gerais,2021-03-15 15:19:10.917,2021-03-15 18:00:00,Falso Positivo,Marcos
46101509,4,São Paulo,São Paulo,2021-07-01 11:08:14.143,2021-07-01 13:03:36,Falso Positivo,Marcos
46832458,3,Xinguara,Pará,2021-02-25 09:00:00.000,2021-02-25 09:50:49,Falso Positivo,Marcos
47969283,1,Três Cachoeiras,Rio Grande do Sul,2020-12-26 15:08:33.947,2021-04-11 15:34:08,Falso Positivo,Marcos
51561393,7,Curitiba,Paraná,2021-01-01 18:00:00.000,2021-01-02 09:02:36,Falso Positivo,Marina
119222974,4,Duque de Caxias,Rio de Janeiro,2021-06-25 18:00:00.000,2021-06-26 09:39:58,Falso Positivo,Marcos
123036382,6,São Paulo,São Paulo,2020-12-25 10:54:00.857,2020-12-25 11:22:37,Falso Positivo,Marcos
125776224,4,Parauapebas,Pará,2021-03-05 09:46:21.160,2021-03-05 11:57:54,Falso Positivo,Marcos
139892627,4,Caturité,Paraíba,2021-04-17 18:00:00.000,2021-04-18 09:19:20,Falso Positivo,Marcos
167135901,8,Aparecida de Goiânia,Goiás,2021-04-17 11:50:45.773,2021-04-17 12:47:38,Falso Positivo,Marcos
220934961,9,Nova Iguaçu,Rio de Janeiro,2020-12-25 18:00:00.000,2020-12-26 09:23:11,Falso Positivo,Marcos
28455806,2,Ipatinga,Minas Gerais,2021-04-11 17:33:37.607,2021-04-12 15:39:22,Suspeito,Marcos
29310418,5,Florianópolis,Santa Catarina,2020-11-13 15:38:49.553,,EM FILA,
34721160,9,Uberlândia,Minas Gerais,2021-05-06 18:00:00.000,2021-05-07 17:51:02,Suspeito,Marcos
37039639,6,Porto Alegre,Rio Grande do Sul,2021-04-22 18:00:00.000,2021-04-23 16:14:44,Suspeito,Fernanda
175285429,1,Cruzeiro do Sul,Acre,2021-04-18 13:43:25.913,2021-04-18 18:00:00,Suspeito,Fernanda
46154088,4,Capanema,Pará,2021-03-29 12:46:52.367,2021-03-29 17:59:39,Suspeito,Fernanda
27606655,4,Indaiatuba,São Paulo,2021-03-04 17:17:37.843,2021-03-05 16:19:05,Suspeito,Marcos
78633376,1,Suzanápolis,São Paulo,2021-07-15 17:10:12.827,2021-07-16 14:46:28,Suspeito,Maria
98316328,5,Presidente Epitácio,São Paulo,2021-02-28 17:12:26.730,2021-03-01 15:56:05,Suspeito,Marcos
27921586,4,Riachão,Maranhão,2021-04-03 09:00:00.000,2021-04-03 18:00:00,Suspeito,Fernanda
23910022,6,Sena Madureira,Acre,2021-07-16 18:00:00.000,2021-07-17 18:00:00,Suspeito,Maria
29033530,7,Ijuí,Rio Grande do Sul,2021-05-13 16:00:21.703,2021-05-14 18:00:00,Suspeito,Maria
45988830,2,Guaçuí,Espírito Santo,2021-05-08 11:22:30.713,2021-05-08 18:00:00,Suspeito,Fernanda
100099580,3,Santo Antônio,Rio Grande do Norte,2020-11-21 14:43:19.517,2020-11-22 10:57:03,Suspeito,Marcos
155564200,4,Luís Eduardo Magalhães,Bahia,2021-04-17 09:36:53.400,2021-04-18 09:00:00,Suspeito,Fernanda
179997930,6,Toledo,Paraná,2021-05-27 09:00:00.000,2021-05-27 16:06:58,Suspeito,Maria
38128286,3,Rio de Janeiro,Rio de Janeiro,2021-06-07 15:54:37.120,2021-06-10 13:11:10,Suspeito,Maria
39515944,1,Londrina,Paraná,2021-02-20 11:35:55.617,2021-02-21 09:39:03,Suspeito,Marcos
49823765,2,Cascavel,Paraná,2020-11-13 17:22:20.910,2020-11-14 17:20:31,Suspeito,Marina
183896675,10,Jacobina,Bahia,2021-06-05 11:18:35.630,2021-06-05 16:44:19,Suspeito,Maria
30303937,5,Selvíria,Mato Grosso do Sul,2021-01-10 18:00:00.000,2021-01-11 09:45:05,Suspeito,Marina
31961248,10,Marabá,Pará,2021-06-24 18:00:00.000,2021-06-25 18:00:00,Suspeito,Maria
43666654,2,Pedreiras,Maranhão,2021-06-10 16:06:22.033,2021-06-11 15:58:24,Suspeito,Maria
38452330,1,Mulungu,Ceará,2021-03-07 18:00:00.000,2021-03-08 14:13:46,Suspeito,Marcos
43226172,10,Foz do Iguaçu,Paraná,2021-05-23 16:05:29.347,2021-05-24 18:00:00,Suspeito,Maria
48245309,4,Guarabira,Paraíba,2021-06-14 12:31:51.780,2021-06-17 09:00:00,Suspeito,Maria
121952490,5,São Paulo,São Paulo,2021-07-10 17:26:27.720,2021-07-11 16:56:25,Suspeito,Maria
178389844,9,Três Ranchos,Goiás,2020-11-21 12:02:42.640,2020-11-22 09:51:30,Suspeito,Marina
234518310,10,Tavares,Paraíba,2020-11-23 09:00:00.000,2020-11-23 18:00:00,Suspeito,Marcos
24611857,10,Viana,Maranhão,2021-02-11 15:30:54.477,2021-02-12 13:03:08,Suspeito,Marcos
36798191,6,São Paulo,São Paulo,2021-05-29 18:00:00.000,2021-05-30 11:39:24,Suspeito,Marcos
169342680,8,Cáceres,Mato Grosso,2021-02-28 17:56:56.720,2021-03-01 15:14:44,Suspeito,Marcos
179002350,6,Cachoeira dos Índios,Paraíba,2021-05-09 16:07:23.810,2021-05-14 18:00:00,Suspeito,Joao
26562421,7,Salvador,Bahia,2021-01-23 15:00:40.373,2021-01-25 12:54:57,Suspeito,Marina
137554543,10,Santa Rosa,Rio Grande do Sul,2021-07-02 15:42:03.600,2021-07-03 15:22:22,Suspeito,Maria
152713371,10,Sertaneja,Paraná,2021-01-15 18:00:00.000,2021-01-16 18:00:00,Suspeito,Marina
30959869,7,Valinhos,São Paulo,2020-12-05 16:01:47.003,2020-12-06 09:41:06,Suspeito,Marina
40098756,2,Tartarugalzinho,Amapá,2021-05-21 16:50:55.463,2021-05-22 16:43:13,Suspeito,Maria
41249183,6,Patos,Paraíba,2021-05-02 16:51:01.533,2021-05-03 09:00:00,Suspeito,Fernanda
49951174,7,Taquarana,Alagoas,2021-06-19 18:00:00.000,2021-06-20 18:00:00,Suspeito,Maria
59503441,2,Manaus,Amazonas,2021-04-23 14:27:50.687,2021-04-26 18:00:00,Suspeito,Fernanda
65135696,7,Sidrolândia,Mato Grosso do Sul,2021-02-20 18:00:00.000,2021-02-21 16:47:45,Suspeito,Marina
185423886,9,Imperatriz,Maranhão,2021-05-16 15:48:35.130,2021-05-17 15:45:14,Suspeito,Maria
27661480,1,Rio de Janeiro,Rio de Janeiro,2020-12-10 10:30:59.763,2020-12-11 11:37:41,Suspeito,Marina
35341956,8,Estância,Sergipe,2021-05-31 09:49:48.420,2021-05-31 18:00:00,Suspeito,Maria
65889425,1,Sertãozinho,São Paulo,2021-02-21 15:59:18.703,2021-02-20 13:55:38,Suspeito,Marcos
200051242,7,Guaporé,Rio Grande do Sul,2020-11-21 12:42:13.147,2020-11-22 10:04:11,Suspeito,Marcos
24556426,6,Fortaleza,Ceará,2021-04-02 18:00:00.000,2021-04-04 09:00:00,Suspeito,Marcos
27859097,7,Açu,Rio Grande do Norte,2021-03-11 10:25:31.723,2021-03-13 14:36:38,Suspeito,Marcos
29753607,5,Águas Lindas de Goiás,Goiás,2021-04-16 10:15:37.040,2021-04-16 18:00:00,Suspeito,Fernanda
38016808,2,Itajaí,Santa Catarina,2021-07-10 09:03:14.003,2021-07-10 18:00:00,Suspeito,Maria
192853925,7,Fundão,Espírito Santo,2020-12-18 13:45:11.273,2020-12-19 11:35:34,Suspeito,Marcos
104041943,1,Cajamar,São Paulo,2021-06-10 15:50:31.223,2021-06-11 15:12:19,Suspeito,Maria
229308036,3,São Paulo,São Paulo,2021-06-21 16:20:05.637,2021-06-24 15:50:16,Suspeito,Maria
23660718,6,Itacaré,Bahia,2021-04-18 15:00:19.773,2021-04-19 09:00:00,Suspeito,Fernanda
30569370,10,São Sebastião do Alto,Rio de Janeiro,2021-04-16 18:00:00.000,2021-04-17 18:00:00,Suspeito,Fernanda
36829003,3,Várzea Grande,Mato Grosso,2021-06-28 10:48:44.833,2021-06-28 18:00:00,Suspeito,Maria
38469900,3,Rio Branco,Acre,2021-06-21 10:56:38.400,2021-06-24 10:44:45,Suspeito,Maria
100267730,7,Manaus,Amazonas,2021-04-26 12:28:08.253,2021-04-29 09:00:00,Suspeito,Fernanda
164663918,9,Natal,Rio Grande do Norte,2021-03-13 15:39:26.520,2021-03-14 13:56:37,Suspeito,Marcos
231452148,1,Cruz Alta,Rio Grande do Sul,2021-04-10 15:26:39.937,2021-04-10 18:00:00,Suspeito,Marcos
26691600,3,Campina Grande,Paraíba,2021-07-11 17:28:39.803,2021-07-12 10:53:30,Suspeito,Marcos
28321080,1,Irajuba,Bahia,2021-07-11 18:00:00.000,2021-07-12 11:44:01,Suspeito,Marcos
32226399,2,Macapá,Amapá,2021-02-06 18:00:00.000,2021-02-07 17:58:15,Suspeito,Marcos
201795624,6,Porto Ferreira,São Paulo,2021-03-11 17:32:14.000,2021-03-12 15:30:38,Suspeito,Marcos
28244356,4,Porto Seguro,Bahia,2021-02-13 17:47:36.430,2021-02-13 18:00:00,Suspeito,Marcos
31025296,3,São José dos Campos,São Paulo,2020-11-23 18:00:00.000,2020-11-27 18:00:00,Suspeito,Marina
32763720,3,Conceição,Paraíba,2021-05-20 12:02:23.337,2021-05-21 10:42:12,Suspeito,Maria
44392196,8,Natal,Rio Grande do Norte,2021-04-12 17:34:16.627,2021-04-15 09:00:00,Suspeito,Fernanda
138762694,1,Três Rios,Rio de Janeiro,2021-04-23 11:59:57.667,2021-04-26 09:24:36,Suspeito,Fernanda
31122488,1,Porto Velho,Rondônia,2021-05-29 15:23:27.880,2021-05-30 15:13:00,Suspeito,Maria
33992750,1,Palmital,Paraná,2021-01-11 09:00:00.000,2021-01-11 16:50:58,Suspeito,Marina
40280110,4,Cruzeiro do Sul,Acre,2021-04-30 11:48:03.543,2021-05-01 09:00:00,Suspeito,Fernanda
113466636,5,Maceió,Alagoas,2021-07-17 14:27:03.907,2021-07-18 10:45:06,Suspeito,Maria
117494932,4,Paço do Lumiar,Maranhão,2021-06-18 14:33:01.320,2021-06-19 14:17:53,Suspeito,Maria
217512862,5,Juazeirinho,Paraíba,2021-07-11 13:56:57.280,2021-07-12 09:21:33,Suspeito,Marcos
24677051,8,Manaus,Amazonas,2021-01-11 17:02:17.553,2021-01-14 11:30:09,Suspeito,Marcos
27781460,10,Cuiabá,Mato Grosso,2021-04-16 17:39:02.717,2021-04-17 12:35:53,Suspeito,Marcos
35066622,1,São José do Rio Preto,São Paulo,2021-06-27 15:56:43.117,2021-06-28 14:07:21,Suspeito,Marcos
47078794,9,Quixadá,Ceará,2021-05-29 13:53:15.530,2021-05-29 18:00:00,Suspeito,Maria
47105138,6,Canarana,Mato Grosso,2021-04-23 15:04:42.870,2021-04-25 09:00:00,Suspeito,Fernanda
49110748,8,São Paulo,São Paulo,2021-04-11 18:00:00.000,2021-04-12 16:26:23,Suspeito,Marcos
194461087,9,Pedras de Fogo,Paraíba,2020-12-19 11:18:23.163,2020-12-21 09:00:00,Suspeito,Marina
27812596,9,Curitiba,Paraná,2021-03-21 11:59:23.293,2021-03-22 11:12:07,Suspeito,Marcos
44853335,4,Toledo,Paraná,2021-03-13 18:00:00.000,2021-03-14 18:00:00,Suspeito,Marcos
45321895,5,Resende,Rio de Janeiro,2021-04-08 10:50:43.380,2021-04-08 16:19:37,Suspeito,Marcos
73770948,2,Goiatuba,Goiás,2021-06-10 17:07:19.660,2021-06-11 16:54:50,Suspeito,Maria
24246002,5,Ponta Porã,Mato Grosso do Sul,2021-02-21 17:54:57.750,2021-02-22 11:12:13,Suspeito,Marcos
33832373,8,São Paulo,São Paulo,2021-05-17 18:00:00.000,2021-05-20 16:56:33,Suspeito,Maria
39307203,8,Cuiabá,Mato Grosso,2021-01-23 11:35:18.887,2021-01-24 15:06:31,Suspeito,Marina
38802980,10,São João de Meriti,Rio de Janeiro,2020-12-07 18:00:00.000,2020-12-10 17:51:08,Suspeito,Marina
38872840,10,Caruaru,Pernambuco,2021-01-10 11:10:39.383,2021-01-10 16:34:16,Suspeito,Marina
40098568,4,Boa Vista,Roraima,2021-04-10 16:19:09.027,2021-04-11 16:16:15,Suspeito,Marcos
34992516,2,Porto Seguro,Bahia,2021-01-23 11:33:05.747,2021-01-23 15:04:59,Suspeito,Marcos
36441093,8,Brasília,Distrito Federal,2021-03-14 16:52:41.727,2021-03-15 11:17:32,Suspeito,Marcos
39202106,7,Foz do Iguaçu,Paraná,2021-06-27 09:43:02.093,2021-06-27 18:00:00,Suspeito,Maria
47364355,7,Mamborê,Paraná,2021-05-07 10:36:38.170,2021-05-08 17:57:49,Suspeito,Marcos
103699002,8,Coruripe,Alagoas,2021-06-03 09:00:00.000,2021-06-03 17:58:17,Suspeito,Maria
104702007,4,Goiânia,Goiás,2020-12-13 11:14:02.440,2020-12-14 12:27:53,Suspeito,Marcos
173030137,4,Bacabeira,Maranhão,2021-01-01 16:20:11.543,2021-01-01 17:16:01,Suspeito,Marcos
231388474,4,Ribeirão Pires,São Paulo,2021-04-09 17:04:14.940,2021-04-10 13:46:32,Suspeito,Marcos
25467303,7,São Paulo,São Paulo,2020-11-19 09:00:00.000,2020-11-19 17:14:46,Suspeito,Marcos
25939302,9,Paulista,Pernambuco,2020-11-12 09:00:00.000,2020-11-13 18:00:00,Suspeito,Marina
32640677,10,Saquarema,Rio de Janeiro,2021-02-22 17:54:52.840,2021-02-22 18:00:00,Suspeito,Marcos
38232642,9,Itacaré,Bahia,2021-02-01 15:26:44.067,2021-02-04 14:56:31,Suspeito,Marcos
39930274,3,Marília,São Paulo,2020-11-27 18:00:00.000,2020-11-29 09:16:08,Suspeito,Marina
