,IDCliente,Produto Alacarte,Churn,NPS,Média desconto fatura 3M
38715,38716,MAX,Não,Promotor,10.08
38716,38717,MAX,Sim,Neutro,10.23
38717,38718,Prime,Sim,Promotor,19.22
38718,38719,Prime,Não,Detrator,10.17
38719,38720,Globoplay,Sim,Neutro,29.79
38720,38721,MAX,Sim,Promotor,15.16
38721,38722,Prime,Não,Promotor,11.46
38722,38723,Globoplay,Sim,Promotor,17.17
38723,38724,Prime,Não,Detrator,28.4
38724,38725,Disney,Não,Detrator,26.24
38725,38726,Disney,Não,Neutro,16.38
38726,38727,Netflix,Não,Detrator,25.09
38727,38728,Prime,Não,Neutro,13.08
38728,38729,Netflix,Não,Detrator,13.75
38729,38730,Prime,Não,Promotor,14.89
38730,38731,Netflix,Não,Promotor,27.73
38731,38732,Prime,Sim,Detrator,17.07
38732,38733,Prime,Não,Neutro,11.59
38733,38734,MAX,Não,Promotor,27.95
38734,38735,Netflix,Não,Detrator,13.14
38735,38736,MAX,Sim,Promotor,25.43
38736,38737,Netflix,Não,Neutro,13.24
38737,38738,Prime,Não,Promotor,14.42
38738,38739,Netflix,Não,Detrator,20.37
38739,38740,MAX,Não,Neutro,16.34
38740,38741,MAX,Sim,Neutro,21.05
38741,38742,MAX,Não,Neutro,19.88
38742,38743,Globoplay,Não,Promotor,24.5
38743,38744,Netflix,Sim,Neutro,11.51
38744,38745,Netflix,Não,Neutro,26.48
38745,38746,MAX,Não,Detrator,14.27
38746,38747,MAX,Não,Detrator,13.93
38747,38748,Disney,Sim,Promotor,25.94
38748,38749,Disney,Não,Detrator,11.1
38749,38750,MAX,Sim,Promotor,27.86
38750,38751,Disney,Não,Promotor,24.13
38751,38752,Prime,Sim,Detrator,24.13
38752,38753,Globoplay,Não,Promotor,22.17
38753,38754,MAX,Não,Promotor,25.14
38754,38755,Netflix,Não,Neutro,13.59
38755,38756,Prime,Não,Neutro,22.53
38756,38757,Disney,Não,Promotor,16.68
38757,38758,Disney,Não,Promotor,18.59
38758,38759,Disney,Não,Detrator,19.14
38759,38760,Prime,Sim,Promotor,14.06
38760,38761,Disney,Não,Promotor,20.03
38761,38762,MAX,Não,Promotor,23.13
38762,38763,Prime,Sim,Detrator,27.74
38763,38764,Prime,Sim,Neutro,26.22
38764,38765,Prime,Não,Promotor,29.87
38765,38766,Netflix,Não,Detrator,15.98
38766,38767,MAX,Sim,Neutro,10.67
38767,38768,Globoplay,Não,Promotor,14.05
38768,38769,Globoplay,Não,Neutro,22.67
38769,38770,Netflix,Não,Promotor,29.86
38770,38771,Globoplay,Não,Promotor,13.69
38771,38772,Netflix,Não,Promotor,17.66
38772,38773,MAX,Não,Detrator,26.73
38773,38774,MAX,Não,Promotor,16.23
38774,38775,Disney,Não,Promotor,25.63
38775,38776,Prime,Sim,Promotor,17.02
38776,38777,Disney,Não,Promotor,20.73
38777,38778,Prime,Não,Neutro,18.48
38778,38779,Disney,Não,Promotor,20.1
38779,38780,Prime,Sim,Promotor,25.68
38780,38781,Globoplay,Não,Neutro,29.76
38781,38782,Netflix,Não,Detrator,20.23
38782,38783,Netflix,Sim,Promotor,17.15
38783,38784,MAX,Não,Detrator,18.2
38784,38785,Prime,Não,Neutro,25.15
38785,38786,Prime,Sim,Promotor,11.76
38786,38787,Prime,Não,Promotor,25.31
38787,38788,MAX,Não,Promotor,13.37
38788,38789,Globoplay,Não,Detrator,29.45
38789,38790,Disney,Não,Promotor,12.11
38790,38791,Netflix,Sim,Promotor,13.78
38791,38792,Prime,Não,Detrator,19.45
38792,38793,MAX,Não,Detrator,17.34
38793,38794,Prime,Sim,Detrator,28.36
38794,38795,Prime,Sim,Promotor,14.32
38795,38796,Globoplay,Não,Promotor,29.48
38796,38797,Globoplay,Não,Neutro,19.41
38797,38798,MAX,Não,Neutro,22.59
38798,38799,Disney,Não,Detrator,29.93
38799,38800,Prime,Sim,Promotor,21.61
38800,38801,Disney,Sim,Promotor,21.63
38801,38802,Globoplay,Sim,Promotor,20.82
38802,38803,Disney,Não,Promotor,21.69
38803,38804,Globoplay,Sim,Neutro,29.48
38804,38805,Netflix,Não,Promotor,12.37
38805,38806,MAX,Sim,Promotor,20.7
38806,38807,MAX,Não,Promotor,25.49
38807,38808,Prime,Não,Neutro,16.06
38808,38809,Globoplay,Não,Promotor,22.84
38809,38810,Disney,Não,Promotor,15.47
38810,38811,Netflix,Não,Promotor,23.53
38811,38812,Prime,Não,Promotor,18.47
38812,38813,Prime,Não,Neutro,20.98
38813,38814,Netflix,Não,Promotor,18.77
38814,38815,Disney,Sim,Detrator,23.61
38815,38816,MAX,Sim,Neutro,17.23
38816,38817,MAX,Não,Promotor,10.59
38817,38818,Disney,Não,Neutro,24.85
38818,38819,Netflix,Não,Promotor,20.78
38819,38820,Globoplay,Não,Promotor,19.6
38820,38821,MAX,Não,Neutro,16.67
38821,38822,Netflix,Não,Promotor,26.69
38822,38823,MAX,Sim,Detrator,27.12
38823,38824,Prime,Não,Promotor,24.67
38824,38825,Globoplay,Não,Promotor,27.16
38825,38826,Disney,Não,Neutro,22.19
38826,38827,Globoplay,Não,Neutro,25.8
38827,38828,Globoplay,Não,Neutro,26.56
38828,38829,MAX,Sim,Promotor,20.98
38829,38830,Globoplay,Não,Detrator,28.12
38830,38831,Globoplay,Sim,Detrator,22.16
38831,38832,MAX,Não,Detrator,16.19
38832,38833,Prime,Sim,Detrator,12.57
38833,38834,Netflix,Sim,Promotor,22.21
38834,38835,Globoplay,Não,Promotor,28.79
38835,38836,Netflix,Sim,Promotor,23.77
38836,38837,Netflix,Sim,Promotor,21.93
38837,38838,MAX,Não,Detrator,27.52
38838,38839,Netflix,Não,Detrator,23.0
38839,38840,MAX,Não,Detrator,14.23
38840,38841,Prime,Sim,Neutro,22.09
38841,38842,Netflix,Não,Detrator,26.34
38842,38843,Globoplay,Não,Neutro,25.54
38843,38844,Globoplay,Não,Promotor,29.9
38844,38845,MAX,Não,Neutro,27.51
38845,38846,Globoplay,Não,Promotor,16.39
38846,38847,Globoplay,Sim,Detrator,27.84
38847,38848,Netflix,Não,Promotor,10.45
38848,38849,MAX,Não,Promotor,22.71
38849,38850,MAX,Não,Detrator,10.08
38850,38851,Prime,Não,Detrator,21.93
38851,38852,Globoplay,Sim,Neutro,19.74
38852,38853,Netflix,Não,Detrator,19.41
38853,38854,Globoplay,Não,Promotor,28.24
38854,38855,Globoplay,Sim,Promotor,14.19
38855,38856,Netflix,Não,Detrator,15.39
38856,38857,Prime,Não,Neutro,22.62
38857,38858,Globoplay,Não,Promotor,26.29
38858,38859,Prime,Não,Detrator,29.83
38859,38860,MAX,Não,Detrator,27.82
38860,38861,Netflix,Não,Promotor,23.99
38861,38862,MAX,Sim,Promotor,24.66
38862,38863,Globoplay,Não,Neutro,16.55
38863,38864,Globoplay,Sim,Neutro,19.62
38864,38865,Prime,Não,Promotor,19.43
38865,38866,Disney,Não,Neutro,23.11
38866,38867,Netflix,Sim,Detrator,16.96
38867,38868,Globoplay,Sim,Promotor,11.01
38868,38869,Globoplay,Não,Promotor,21.9
38869,38870,Globoplay,Não,Promotor,19.75
38870,38871,MAX,Não,Neutro,28.48
38871,38872,Disney,Sim,Neutro,12.76
38872,38873,MAX,Não,Promotor,27.61
38873,38874,Netflix,Não,Promotor,19.02
38874,38875,Prime,Não,Promotor,13.55
38875,38876,Globoplay,Não,Detrator,12.72
38876,38877,Netflix,Não,Promotor,25.54
38877,38878,Globoplay,Sim,Neutro,23.22
38878,38879,Globoplay,Sim,Neutro,29.47
38879,38880,Disney,Sim,Promotor,14.64
38880,38881,Disney,Sim,Detrator,16.43
38881,38882,Prime,Sim,Promotor,28.18
38882,38883,Globoplay,Sim,Promotor,24.25
38883,38884,Netflix,Não,Neutro,27.35
38884,38885,MAX,Sim,Promotor,21.08
38885,38886,MAX,Não,Promotor,11.77
38886,38887,MAX,Não,Promotor,27.67
38887,38888,Disney,Não,Promotor,24.89
38888,38889,Globoplay,Não,Promotor,16.96
38889,38890,Globoplay,Não,Detrator,17.72
38890,38891,MAX,Não,Promotor,21.76
38891,38892,Prime,Não,Neutro,27.54
38892,38893,MAX,Não,Promotor,18.71
38893,38894,MAX,Sim,Neutro,13.78
38894,38895,Prime,Não,Promotor,15.88
38895,38896,Globoplay,Não,Promotor,24.37
38896,38897,MAX,Não,Promotor,19.91
38897,38898,Netflix,Sim,Promotor,28.22
38898,38899,Netflix,Sim,Promotor,24.84
38899,38900,Disney,Sim,Neutro,12.36
38900,38901,Disney,Não,Detrator,15.42
38901,38902,Disney,Não,Promotor,29.88
38902,38903,Disney,Sim,Detrator,15.94
38903,38904,MAX,Sim,Detrator,28.26
38904,38905,MAX,Não,Neutro,17.18
38905,38906,Disney,Sim,Promotor,10.52
38906,38907,Globoplay,Sim,Detrator,10.72
38907,38908,Disney,Não,Neutro,11.99
38908,38909,Netflix,Não,Neutro,16.38
38909,38910,Netflix,Não,Promotor,11.65
38910,38911,Globoplay,Não,Detrator,27.14
38911,38912,Netflix,Não,Neutro,23.09
38912,38913,Globoplay,Sim,Detrator,27.41
38913,38914,Netflix,Não,Neutro,11.17
38914,38915,Disney,Não,Neutro,14.47
38915,38916,MAX,Não,Promotor,22.68
38916,38917,Netflix,Não,Detrator,28.31
38917,38918,Prime,Não,Neutro,14.66
38918,38919,Netflix,Não,Promotor,14.46
38919,38920,Prime,Não,Detrator,22.33
38920,38921,MAX,Sim,Promotor,23.78
38921,38922,MAX,Não,Promotor,26.79
38922,38923,Netflix,Sim,Promotor,25.33
38923,38924,Netflix,Não,Promotor,28.84
38924,38925,Netflix,Não,Detrator,29.67
38925,38926,Disney,Não,Promotor,20.68
38926,38927,Netflix,Não,Promotor,24.69
38927,38928,Globoplay,Sim,Detrator,27.39
38928,38929,Netflix,Não,Promotor,13.07
38929,38930,Globoplay,Não,Promotor,17.97
38930,38931,MAX,Não,Detrator,21.44
38931,38932,Globoplay,Não,Promotor,21.09
38932,38933,Disney,Não,Promotor,17.42
38933,38934,Globoplay,Não,Neutro,19.11
38934,38935,Prime,Não,Detrator,12.48
38935,38936,MAX,Não,Neutro,21.4
38936,38937,Globoplay,Não,Promotor,17.66
38937,38938,Prime,Não,Promotor,13.2
38938,38939,Disney,Não,Detrator,12.74
38939,38940,Prime,Não,Promotor,17.2
38940,38941,Disney,Não,Promotor,25.3
38941,38942,Globoplay,Não,Promotor,25.97
38942,38943,Netflix,Não,Detrator,23.93
38943,38944,MAX,Sim,Promotor,20.78
38944,38945,Prime,Sim,Promotor,22.66
38945,38946,Globoplay,Sim,Detrator,21.96
38946,38947,Globoplay,Não,Promotor,18.05
38947,38948,Netflix,Sim,Promotor,29.05
38948,38949,Globoplay,Sim,Detrator,27.47
38949,38950,MAX,Sim,Promotor,22.78
38950,38951,Disney,Não,Detrator,17.94
38951,38952,Prime,Não,Promotor,28.3
38952,38953,Globoplay,Não,Promotor,19.38
38953,38954,MAX,Não,Detrator,17.49
38954,38955,MAX,Sim,Promotor,27.15
38955,38956,Disney,Sim,Promotor,17.25
38956,38957,Globoplay,Sim,Promotor,25.27
38957,38958,Globoplay,Não,Neutro,23.24
38958,38959,Prime,Não,Promotor,20.18
38959,38960,MAX,Sim,Neutro,13.03
38960,38961,MAX,Não,Promotor,28.32
38961,38962,Disney,Sim,Neutro,27.96
38962,38963,MAX,Não,Neutro,15.61
38963,38964,Globoplay,Sim,Promotor,13.14
38964,38965,Prime,Sim,Promotor,21.85
38965,38966,Disney,Sim,Detrator,28.77
38966,38967,MAX,Sim,Detrator,22.15
38967,38968,Netflix,Não,Promotor,22.27
38968,38969,Netflix,Sim,Detrator,19.27
38969,38970,Prime,Sim,Promotor,26.31
38970,38971,Disney,Sim,Neutro,14.96
38971,38972,Globoplay,Não,Promotor,15.42
38972,38973,MAX,Sim,Neutro,29.83
38973,38974,Globoplay,Não,Detrator,18.48
38974,38975,Disney,Sim,Promotor,11.62
38975,38976,Disney,Sim,Neutro,11.03
38976,38977,MAX,Não,Promotor,28.52
38977,38978,Disney,Não,Promotor,20.32
38978,38979,MAX,Não,Promotor,28.86
38979,38980,Netflix,Não,Promotor,14.75
38980,38981,Netflix,Não,Detrator,22.28
38981,38982,Globoplay,Não,Promotor,26.62
38982,38983,MAX,Não,Detrator,12.12
38983,38984,Prime,Não,Promotor,24.22
38984,38985,MAX,Não,Detrator,10.18
38985,38986,Prime,Sim,Promotor,17.09
38986,38987,Disney,Não,Promotor,13.57
38987,38988,MAX,Não,Promotor,25.91
38988,38989,Disney,Não,Promotor,26.42
38989,38990,MAX,Não,Detrator,17.05
38990,38991,Prime,Não,Neutro,26.1
38991,38992,Netflix,Não,Promotor,28.87
38992,38993,MAX,Não,Promotor,21.24
38993,38994,Globoplay,Não,Promotor,15.67
38994,38995,MAX,Sim,Detrator,15.6
38995,38996,MAX,Não,Neutro,13.0
38996,38997,Disney,Não,Neutro,23.96
38997,38998,Disney,Não,Detrator,14.12
38998,38999,MAX,Não,Promotor,27.46
38999,39000,Prime,Não,Promotor,12.49
39000,39001,Disney,Não,Promotor,29.29
39001,39002,Prime,Não,Promotor,29.78
39002,39003,Prime,Não,Promotor,29.08
39003,39004,MAX,Não,Promotor,27.64
39004,39005,Globoplay,Não,Detrator,28.03
39005,39006,Globoplay,Não,Neutro,23.58
39006,39007,Netflix,Não,Promotor,15.3
39007,39008,Disney,Não,Neutro,18.28
39008,39009,Netflix,Sim,Neutro,14.24
39009,39010,Prime,Sim,Promotor,26.97
39010,39011,Netflix,Não,Neutro,30.0
39011,39012,Disney,Não,Promotor,14.45
39012,39013,MAX,Não,Promotor,16.07
39013,39014,MAX,Sim,Neutro,22.75
39014,39015,MAX,Sim,Neutro,22.94
39015,39016,Disney,Não,Promotor,23.28
39016,39017,Netflix,Não,Neutro,26.32
39017,39018,Globoplay,Não,Detrator,10.97
39018,39019,Prime,Não,Promotor,27.87
39019,39020,Globoplay,Não,Promotor,18.86
39020,39021,Netflix,Sim,Neutro,17.05
39021,39022,Disney,Não,Promotor,19.73
39022,39023,Prime,Sim,Neutro,26.32
39023,39024,Prime,Não,Detrator,13.51
39024,39025,Prime,Não,Detrator,29.76
39025,39026,Netflix,Não,Promotor,29.0
39026,39027,Prime,Não,Promotor,13.37
39027,39028,Globoplay,Não,Promotor,19.93
39028,39029,Disney,Não,Neutro,22.45
39029,39030,Disney,Não,Detrator,14.1
39030,39031,Netflix,Sim,Promotor,14.21
39031,39032,Netflix,Não,Promotor,28.06
39032,39033,Prime,Não,Promotor,26.53
39033,39034,Netflix,Não,Promotor,14.97
39034,39035,Prime,Sim,Promotor,29.02
39035,39036,Prime,Sim,Neutro,29.79
39036,39037,MAX,Sim,Promotor,27.03
39037,39038,Netflix,Sim,Detrator,13.34
39038,39039,Disney,Sim,Detrator,18.88
39039,39040,Prime,Não,Detrator,13.64
39040,39041,Prime,Não,Detrator,24.41
39041,39042,Prime,Não,Promotor,14.75
39042,39043,Netflix,Não,Promotor,25.27
39043,39044,Disney,Não,Promotor,27.79
39044,39045,Globoplay,Não,Promotor,21.01
39045,39046,Prime,Sim,Promotor,10.67
39046,39047,Prime,Sim,Promotor,18.35
39047,39048,MAX,Não,Detrator,29.0
39048,39049,Globoplay,Não,Neutro,14.52
39049,39050,Disney,Sim,Detrator,13.14
39050,39051,Disney,Não,Promotor,16.43
39051,39052,Globoplay,Não,Detrator,10.77
39052,39053,Globoplay,Sim,Detrator,15.28
39053,39054,Disney,Não,Neutro,10.96
39054,39055,Globoplay,Não,Neutro,24.9
39055,39056,MAX,Não,Promotor,23.02
39056,39057,Globoplay,Não,Promotor,19.32
39057,39058,MAX,Não,Promotor,29.26
39058,39059,MAX,Não,Promotor,14.58
39059,39060,Disney,Sim,Promotor,27.03
39060,39061,MAX,Não,Detrator,14.18
39061,39062,Globoplay,Não,Promotor,27.41
39062,39063,Netflix,Não,Neutro,27.39
39063,39064,Globoplay,Não,Detrator,28.19
39064,39065,Globoplay,Sim,Promotor,11.95
39065,39066,Netflix,Não,Detrator,22.6
39066,39067,Prime,Não,Detrator,16.51
39067,39068,Globoplay,Não,Detrator,27.13
39068,39069,MAX,Não,Promotor,27.79
39069,39070,Globoplay,Não,Promotor,19.31
39070,39071,Disney,Não,Detrator,23.8
39071,39072,MAX,Não,Detrator,26.09
39072,39073,Disney,Não,Promotor,24.01
39073,39074,Disney,Não,Promotor,24.63
39074,39075,Globoplay,Não,Detrator,28.98
39075,39076,Globoplay,Não,Neutro,17.31
39076,39077,Disney,Não,Promotor,24.58
39077,39078,Prime,Não,Promotor,15.03
39078,39079,Globoplay,Não,Promotor,15.21
39079,39080,Prime,Não,Promotor,11.23
39080,39081,Prime,Sim,Promotor,21.49
39081,39082,Netflix,Não,Promotor,18.42
39082,39083,Disney,Não,Neutro,25.15
39083,39084,Prime,Não,Detrator,27.41
39084,39085,Globoplay,Não,Neutro,18.33
39085,39086,Disney,Não,Neutro,19.75
39086,39087,Disney,Não,Promotor,15.61
39087,39088,Netflix,Não,Promotor,10.26
39088,39089,Netflix,Não,Promotor,23.25
39089,39090,Globoplay,Não,Promotor,17.63
39090,39091,Prime,Não,Promotor,15.62
39091,39092,MAX,Sim,Promotor,27.82
39092,39093,Disney,Não,Neutro,13.03
39093,39094,Disney,Não,Neutro,19.26
39094,39095,Netflix,Sim,Promotor,16.47
39095,39096,Prime,Sim,Promotor,16.29
39096,39097,Prime,Sim,Neutro,14.65
39097,39098,MAX,Sim,Promotor,13.9
39098,39099,Disney,Sim,Detrator,12.84
39099,39100,Disney,Sim,Detrator,14.34
39100,39101,Globoplay,Sim,Promotor,13.36
39101,39102,Netflix,Sim,Promotor,14.82
39102,39103,Disney,Não,Promotor,20.51
39103,39104,Disney,Não,Neutro,28.09
39104,39105,Netflix,Não,Promotor,26.66
39105,39106,Prime,Não,Neutro,16.53
39106,39107,MAX,Não,Promotor,17.89
39107,39108,Prime,Sim,Detrator,23.78
39108,39109,Prime,Não,Promotor,15.65
39109,39110,Netflix,Não,Promotor,12.08
39110,39111,Globoplay,Não,Neutro,29.71
39111,39112,Disney,Não,Neutro,26.29
39112,39113,Globoplay,Não,Neutro,16.48
39113,39114,MAX,Não,Neutro,29.07
39114,39115,Netflix,Sim,Neutro,26.71
39115,39116,Globoplay,Sim,Neutro,10.15
39116,39117,Prime,Não,Promotor,20.35
39117,39118,Prime,Sim,Promotor,20.76
39118,39119,Netflix,Sim,Promotor,22.88
39119,39120,Globoplay,Não,Promotor,14.79
39120,39121,Netflix,Não,Promotor,28.65
39121,39122,Globoplay,Não,Neutro,24.24
39122,39123,Disney,Não,Promotor,17.39
39123,39124,Netflix,Não,Neutro,20.45
39124,39125,Globoplay,Não,Promotor,10.24
39125,39126,Disney,Não,Promotor,27.69
39126,39127,Globoplay,Não,Neutro,29.37
39127,39128,Netflix,Não,Detrator,16.45
39128,39129,Netflix,Não,Promotor,16.47
39129,39130,MAX,Não,Promotor,23.64
39130,39131,Globoplay,Não,Promotor,11.47
39131,39132,Prime,Não,Neutro,20.32
39132,39133,Disney,Não,Promotor,26.78
39133,39134,Disney,Sim,Detrator,14.42
39134,39135,Prime,Não,Detrator,14.57
39135,39136,Disney,Não,Detrator,15.67
39136,39137,Prime,Sim,Detrator,22.14
39137,39138,Disney,Sim,Neutro,21.11
39138,39139,Disney,Não,Promotor,19.94
39139,39140,Disney,Não,Promotor,23.06
39140,39141,Prime,Não,Neutro,17.44
39141,39142,MAX,Sim,Promotor,16.48
39142,39143,Prime,Não,Promotor,12.66
39143,39144,Globoplay,Não,Detrator,11.5
39144,39145,Netflix,Não,Neutro,28.8
39145,39146,Globoplay,Não,Promotor,28.75
39146,39147,Netflix,Sim,Promotor,16.45
39147,39148,Prime,Não,Promotor,13.04
39148,39149,Netflix,Não,Promotor,23.25
39149,39150,Globoplay,Sim,Promotor,20.58
39150,39151,MAX,Não,Detrator,18.8
39151,39152,Globoplay,Não,Detrator,11.8
39152,39153,MAX,Sim,Detrator,19.83
39153,39154,Globoplay,Não,Promotor,28.8
39154,39155,Netflix,Sim,Promotor,13.72
39155,39156,Netflix,Não,Detrator,24.3
39156,39157,Netflix,Não,Promotor,26.74
39157,39158,Disney,Não,Promotor,26.97
39158,39159,Disney,Sim,Detrator,15.8
39159,39160,MAX,Não,Promotor,12.41
39160,39161,Prime,Sim,Neutro,26.06
39161,39162,Netflix,Não,Promotor,22.33
39162,39163,Disney,Não,Promotor,19.22
39163,39164,Globoplay,Não,Promotor,19.18
39164,39165,Netflix,Sim,Promotor,29.48
39165,39166,Globoplay,Sim,Promotor,27.53
39166,39167,Globoplay,Não,Promotor,10.05
39167,39168,Netflix,Não,Promotor,10.57
39168,39169,MAX,Sim,Neutro,15.29
39169,39170,Prime,Sim,Promotor,26.81
39170,39171,Globoplay,Não,Promotor,23.94
39171,39172,Netflix,Não,Neutro,13.62
39172,39173,Disney,Sim,Promotor,16.22
39173,39174,Prime,Não,Promotor,20.18
39174,39175,MAX,Sim,Promotor,24.93
39175,39176,Netflix,Sim,Promotor,15.45
39176,39177,MAX,Não,Promotor,19.87
39177,39178,Disney,Não,Detrator,12.1
39178,39179,MAX,Não,Promotor,19.9
39179,39180,MAX,Não,Promotor,11.89
39180,39181,Netflix,Sim,Neutro,28.3
39181,39182,Prime,Não,Promotor,17.78
39182,39183,Netflix,Não,Detrator,29.99
39183,39184,Disney,Não,Promotor,29.31
39184,39185,Netflix,Não,Promotor,19.31
39185,39186,MAX,Sim,Neutro,16.19
39186,39187,Disney,Sim,Promotor,28.43
39187,39188,Globoplay,Sim,Detrator,29.88
39188,39189,MAX,Sim,Neutro,23.08
39189,39190,Prime,Não,Promotor,25.05
39190,39191,Disney,Não,Detrator,11.53
39191,39192,Disney,Não,Promotor,19.48
39192,39193,MAX,Não,Neutro,23.24
39193,39194,MAX,Não,Promotor,28.4
39194,39195,Globoplay,Não,Detrator,23.31
39195,39196,Netflix,Não,Promotor,27.65
39196,39197,MAX,Não,Promotor,25.65
39197,39198,Prime,Sim,Promotor,13.75
39198,39199,MAX,Sim,Promotor,14.97
39199,39200,Disney,Não,Promotor,18.03
39200,39201,Prime,Não,Detrator,18.19
39201,39202,Netflix,Não,Neutro,16.28
39202,39203,Netflix,Sim,Detrator,19.27
39203,39204,Globoplay,Sim,Promotor,26.73
39204,39205,Disney,Não,Neutro,12.49
39205,39206,Globoplay,Não,Neutro,28.67
39206,39207,MAX,Não,Promotor,14.96
39207,39208,MAX,Não,Detrator,17.9
39208,39209,Prime,Sim,Promotor,13.46
39209,39210,Disney,Não,Promotor,20.23
39210,39211,Prime,Não,Detrator,29.38
39211,39212,MAX,Não,Detrator,20.78
39212,39213,Disney,Não,Detrator,11.29
39213,39214,MAX,Não,Promotor,13.77
39214,39215,Disney,Não,Promotor,13.74
39215,39216,Prime,Não,Neutro,15.53
39216,39217,Netflix,Sim,Neutro,16.2
39217,39218,Globoplay,Não,Promotor,29.65
39218,39219,Netflix,Não,Detrator,14.8
39219,39220,Netflix,Não,Detrator,22.92
39220,39221,Netflix,Não,Promotor,11.53
39221,39222,Disney,Não,Promotor,17.55
39222,39223,Netflix,Não,Promotor,18.62
39223,39224,Netflix,Não,Promotor,11.52
39224,39225,Netflix,Não,Detrator,13.47
39225,39226,Netflix,Não,Neutro,12.56
39226,39227,Globoplay,Não,Promotor,28.83
39227,39228,Netflix,Sim,Promotor,23.61
39228,39229,Netflix,Não,Promotor,27.47
39229,39230,Disney,Não,Promotor,22.69
39230,39231,Netflix,Sim,Promotor,25.62
39231,39232,Globoplay,Não,Promotor,11.65
39232,39233,Prime,Não,Promotor,10.89
39233,39234,Disney,Não,Detrator,22.79
39234,39235,Netflix,Não,Detrator,29.29
39235,39236,Disney,Sim,Neutro,22.12
39236,39237,Globoplay,Não,Detrator,25.75
39237,39238,MAX,Não,Neutro,22.01
39238,39239,Disney,Sim,Neutro,29.42
39239,39240,Disney,Sim,Promotor,23.96
39240,39241,MAX,Não,Promotor,14.11
39241,39242,Netflix,Não,Promotor,29.42
39242,39243,Netflix,Não,Promotor,11.06
39243,39244,Globoplay,Sim,Promotor,15.37
39244,39245,MAX,Não,Neutro,23.75
39245,39246,Globoplay,Não,Promotor,27.47
39246,39247,Globoplay,Não,Promotor,22.42
39247,39248,Netflix,Não,Detrator,15.39
39248,39249,MAX,Não,Promotor,22.58
39249,39250,MAX,Sim,Promotor,12.6
39250,39251,Globoplay,Não,Neutro,27.53
39251,39252,Prime,Não,Detrator,16.67
39252,39253,Prime,Sim,Promotor,26.58
39253,39254,MAX,Sim,Promotor,25.05
39254,39255,Disney,Sim,Promotor,14.3
39255,39256,Prime,Sim,Detrator,12.21
39256,39257,Netflix,Não,Detrator,23.33
39257,39258,MAX,Não,Promotor,17.07
39258,39259,Netflix,Não,Promotor,21.93
39259,39260,Disney,Não,Neutro,23.51
39260,39261,Globoplay,Não,Neutro,22.63
39261,39262,Disney,Não,Detrator,19.51
39262,39263,Globoplay,Não,Promotor,11.85
39263,39264,Netflix,Não,Promotor,18.83
39264,39265,Netflix,Não,Neutro,18.0
39265,39266,MAX,Não,Promotor,19.98
39266,39267,Disney,Sim,Promotor,15.26
39267,39268,Netflix,Sim,Promotor,15.14
39268,39269,MAX,Sim,Promotor,29.2
39269,39270,Prime,Não,Detrator,20.18
39270,39271,Prime,Sim,Detrator,26.26
39271,39272,Netflix,Não,Promotor,29.18
39272,39273,Disney,Não,Promotor,21.22
39273,39274,Disney,Não,Promotor,12.66
39274,39275,Disney,Não,Promotor,27.57
39275,39276,Disney,Sim,Neutro,14.74
39276,39277,Prime,Não,Neutro,10.62
39277,39278,Globoplay,Não,Promotor,20.75
39278,39279,Globoplay,Não,Neutro,26.34
39279,39280,Prime,Não,Detrator,16.62
39280,39281,Prime,Não,Promotor,20.29
39281,39282,Disney,Não,Promotor,10.33
39282,39283,MAX,Não,Promotor,16.58
39283,39284,Netflix,Não,Detrator,19.92
39284,39285,MAX,Sim,Promotor,13.58
39285,39286,MAX,Não,Promotor,15.91
39286,39287,Netflix,Não,Promotor,26.32
39287,39288,Disney,Não,Promotor,14.35
39288,39289,Prime,Não,Promotor,25.73
39289,39290,Prime,Não,Detrator,11.76
39290,39291,Disney,Não,Neutro,16.46
39291,39292,Globoplay,Não,Promotor,29.18
39292,39293,MAX,Sim,Promotor,16.57
39293,39294,MAX,Não,Neutro,13.85
39294,39295,Disney,Sim,Neutro,26.92
39295,39296,MAX,Não,Promotor,14.32
39296,39297,Prime,Não,Promotor,26.12
39297,39298,Prime,Não,Promotor,26.85
39298,39299,Disney,Sim,Promotor,17.1
39299,39300,Disney,Não,Detrator,20.74
39300,39301,Prime,Não,Promotor,10.06
39301,39302,Globoplay,Não,Promotor,24.69
39302,39303,Netflix,Sim,Detrator,18.5
39303,39304,Globoplay,Não,Neutro,14.17
39304,39305,Disney,Sim,Promotor,22.88
39305,39306,Prime,Sim,Promotor,10.38
39306,39307,Netflix,Não,Promotor,25.45
39307,39308,Disney,Não,Detrator,21.66
39308,39309,Netflix,Sim,Promotor,27.19
39309,39310,Prime,Não,Promotor,22.33
39310,39311,Netflix,Não,Promotor,14.17
39311,39312,Netflix,Não,Promotor,21.03
39312,39313,MAX,Não,Detrator,11.05
39313,39314,MAX,Não,Detrator,12.47
39314,39315,Globoplay,Não,Promotor,24.5
39315,39316,MAX,Não,Promotor,23.63
39316,39317,Globoplay,Não,Neutro,26.02
39317,39318,MAX,Não,Promotor,23.9
39318,39319,Netflix,Não,Neutro,21.63
39319,39320,Globoplay,Sim,Neutro,22.74
39320,39321,Disney,Não,Detrator,22.94
39321,39322,Globoplay,Não,Promotor,23.47
39322,39323,Prime,Não,Neutro,28.08
39323,39324,MAX,Sim,Promotor,29.64
